round,year,home,away,home_elo_2009,away_elo_2009,home_injuries_top5,home_injuries_top10,away_injuries_top5,away_injuries_top10,home_odds_open,home_odds_win_prob_close,home_season,standing_away,standing_home,thurs_fri,sat,sun,evening,margin,home_win,home_injuries_95th_to_90th,away_injuries_95th_to_90th,expected_margin
8,2014,Port Adelaide,Fremantle,1401.767893,1539.805247,0,0,0,0,1.67,0.604560343,Port Adelaide_2014,8,1,0,1,0,0,18,1,0,0,10.5
8,2014,Sydney,Hawthorn,1617.969329,1714.508752,0,0,0,0,2.88,0.427866656,Sydney_2014,2,4,1,0,0,1,19,1,0,0,-6.5
7,2014,West Coast,Fremantle,1508.434377,1536.43784,0,0,0,0,2.66,0.303617919,West Coast_2014,6,9,0,0,1,0,-19,0,0,0,-13.5
7,2014,Geelong,Richmond,1751.270216,1457.288448,0,0,0,0,1.2,0.794055501,Geelong_2014,13,3,0,0,1,0,5,1,0,0,26.5
7,2014,North Melbourne,Gold Coast,1531.258879,1337.028864,0,0,0,0,1.26,0.738577212,North Melbourne_2014,5,8,0,0,1,0,-43,0,0,0,23.5
7,2014,Brisbane Lions,Sydney,1385.965781,1613.936503,0,1,0,1,5.12,0.164299355,Brisbane Lions_2014,7,18,0,1,0,1,-79,0,1,1,-30.5
7,2014,Essendon,Western Bulldogs,1478.748257,1429.047914,0,0,0,0,1.36,0.746161884,Essendon_2014,15,10,0,1,0,1,8,1,0,0,21.5
7,2014,Adelaide,Melbourne,1520.415061,1266.522452,0,0,0,0,1.1,0.922845275,Adelaide_2014,17,11,0,1,0,0,-3,0,0,0,48.5
7,2014,GWS Giants,Port Adelaide,1296.645308,1397.561349,0,0,0,0,9.16,0.10359408,GWS Giants_2014,2,14,0,1,0,0,-35,0,0,0,-43.5
7,2014,Hawthorn,St Kilda,1708.584601,1560.309449,0,0,0,0,1.07,0.946286472,Hawthorn_2014,12,1,0,1,0,0,145,1,0,0,55.5
7,2014,Carlton,Collingwood,1538.14912,1682.395582,0,0,0,0,4.01,0.225916437,Carlton_2014,4,16,1,0,0,1,-34,0,0,0,-26.5
6,2014,Port Adelaide,Geelong,1389.56994,1759.261625,0,0,0,0,2.14,0.441558442,Port Adelaide_2014,3,1,0,0,1,0,40,1,0,0,-4.5
6,2014,Richmond,Hawthorn,1461.039433,1704.833616,0,0,0,0,5.04,0.171407024,Richmond_2014,2,13,0,0,1,0,-66,0,0,0,-32.5
6,2014,Western Bulldogs,Adelaide,1431.678398,1517.784576,0,0,0,0,2.27,0.398169567,Western Bulldogs_2014,10,15,0,0,1,0,-9,0,0,0,-8.5
6,2014,Melbourne,Sydney,1269.143086,1611.31587,0,0,0,0,7.88,0.127845612,Melbourne_2014,9,17,0,1,0,1,-31,0,0,0,-40.5
6,2014,Carlton,West Coast,1538.14912,1508.434377,0,0,0,0,2.22,0.456964006,Carlton_2014,7,16,0,1,0,0,3,1,0,0,-2.5
6,2014,Gold Coast,GWS Giants,1331.981284,1301.692888,0,0,0,1,1.25,0.826710123,Gold Coast_2014,14,6,0,1,0,0,40,1,0,1,31.5
6,2014,Fremantle,North Melbourne,1539.291333,1528.405387,0,0,0,0,1.34,0.774083563,Fremantle_2014,5,8,1,0,0,1,-13,0,0,0,22.5
6,2014,St Kilda,Brisbane Lions,1560.309449,1385.965781,0,0,0,0,1.45,0.717470878,St Kilda_2014,18,11,1,0,0,1,-3,0,0,0,19.5
6,2014,Collingwood,Essendon,1679.289462,1481.854377,0,0,0,0,1.71,0.64092378,Collingwood_2014,12,4,1,0,0,0,23,1,0,0,10.5
5,2014,Geelong,Hawthorn,1755.962597,1708.132643,0,0,0,0,2.71,0.3632946,Geelong_2014,3,1,0,0,0,0,19,1,0,0,-11.5
5,2014,Western Bulldogs,Carlton,1435.585657,1534.241862,0,0,0,0,1.51,0.543035994,Western Bulldogs_2014,16,15,0,0,1,0,-28,0,0,0,4.5
5,2014,Melbourne,Gold Coast,1271.075215,1330.049154,0,0,0,0,3.48,0.302622775,Melbourne_2014,8,17,0,0,1,0,-8,0,0,0,-18.5
5,2014,Adelaide,GWS Giants,1513.653372,1305.824092,0,0,0,0,1.24,0.865067079,Adelaide_2014,14,12,0,0,1,0,65,1,0,0,44.5
5,2014,Essendon,St Kilda,1485.070145,1557.093681,0,1,0,0,1.12,0.865816287,Essendon_2014,9,10,0,1,0,1,-16,0,1,0,38.5
5,2014,West Coast,Port Adelaide,1511.549855,1386.454462,0,0,0,0,1.95,0.5,West Coast_2014,2,4,0,1,0,0,-14,0,0,0,0
5,2014,Sydney,Fremantle,1608.077843,1542.52936,0,0,0,0,2.15,0.3875,Sydney_2014,5,13,0,1,0,0,17,1,0,0,-9.5
5,2014,Collingwood,North Melbourne,1675.365356,1532.329492,0,0,0,0,1.91,0.518432694,Collingwood_2014,7,6,0,1,0,0,35,1,0,0,0
5,2014,Brisbane Lions,Richmond,1390.730812,1456.274402,0,0,0,0,3.31,0.191583813,Brisbane Lions_2014,11,18,1,0,0,1,-43,0,0,0,-29.5
4,2014,Fremantle,Essendon,1537.00931,1490.590195,0,0,0,0,1.71,0.509160385,Fremantle_2014,7,5,0,0,1,0,53,1,0,0,-1.5
4,2014,St Kilda,Adelaide,1565.544142,1505.202911,0,0,0,0,2.29,0.402590831,St Kilda_2014,15,12,0,0,1,0,-86,0,0,0,-6.5
4,2014,Sydney,North Melbourne,1614.072245,1526.33509,0,0,0,0,1.41,0.707736546,Sydney_2014,6,13,0,0,1,0,-43,0,0,0,15.5
4,2014,Geelong,West Coast,1752.080967,1515.431486,0,0,0,1,1.36,0.850777661,Geelong_2014,4,2,0,1,0,1,75,1,0,1,33.5
4,2014,Gold Coast,Hawthorn,1332.481702,1705.700095,0,0,0,0,4.38,0.18443311,Gold Coast_2014,1,11,0,1,0,1,-99,0,0,0,-27.5
4,2014,GWS Giants,Western Bulldogs,1309.261928,1432.147821,0,0,0,0,2.29,0.354202815,GWS Giants_2014,10,8,0,1,0,0,-27,0,0,0,-11.5
4,2014,Port Adelaide,Brisbane Lions,1377.240557,1399.944717,0,0,0,0,1.14,0.873129749,Port Adelaide_2014,18,3,0,1,0,0,113,1,0,0,34.5
4,2014,Carlton,Melbourne,1539.461782,1265.855296,0,0,0,0,1.17,0.841587134,Carlton_2014,16,17,0,1,0,0,-23,0,0,0,33.5
4,2014,Richmond,Collingwood,1459.750171,1671.889587,0,0,0,0,2.44,0.341107975,Richmond_2014,9,14,1,0,0,1,-38,0,0,0,-8.5
3,2014,Essendon,Carlton,1482.050984,1548.000993,0,1,0,0,1.57,0.717470878,Essendon_2014,15,4,0,0,1,1,81,1,1,0,14.5
3,2014,North Melbourne,Port Adelaide,1524.502131,1379.073516,0,0,0,0,2.13,0.424222964,North Melbourne_2014,5,10,0,0,1,0,7,1,0,0,-4.5
3,2014,GWS Giants,Melbourne,1304.990347,1270.126876,0,0,0,0,1.35,0.738577212,GWS Giants_2014,18,6,0,0,1,0,32,1,0,0,20.5
3,2014,Collingwood,Geelong,1674.545812,1749.424741,0,0,0,0,2.37,0.386703187,Collingwood_2014,3,13,0,1,0,1,-11,0,0,0,-9.5
3,2014,West Coast,St Kilda,1511.161793,1569.813835,0,0,0,0,1.04,0.937728938,West Coast_2014,9,1,0,1,0,0,25,1,0,0,56.5
3,2014,Gold Coast,Brisbane Lions,1325.646486,1406.779934,0,0,0,0,1.68,0.543035994,Gold Coast_2014,16,8,0,1,0,0,53,1,0,0,3.5
3,2014,Adelaide,Sydney,1510.405849,1608.869306,0,0,0,0,2.29,0.446871922,Adelaide_2014,11,17,0,1,0,0,-63,0,0,0,-3.5
3,2014,Western Bulldogs,Richmond,1432.147821,1459.750171,0,0,0,1,3.56,0.298136646,Western Bulldogs_2014,12,14,0,1,0,0,2,1,0,1,-15.5
3,2014,Hawthorn,Fremantle,1701.163172,1541.546233,0,0,2,2,2,0.558441558,Hawthorn_2014,7,2,1,0,0,1,58,1,0,0,8.5
2,2014,Western Bulldogs,North Melbourne,1436.136141,1520.513811,0,0,0,0,3.35,0.288738561,Western Bulldogs_2014,10,17,0,0,1,0,-29,0,0,0,-20.5
2,2014,Melbourne,West Coast,1274.205913,1507.082756,0,0,0,0,7.04,0.070855078,Melbourne_2014,1,18,0,0,1,0,-93,0,0,0,-47.5
2,2014,Brisbane Lions,Geelong,1409.299033,1746.905642,1,1,0,0,3.97,0.253838116,Brisbane Lions_2014,4,15,0,0,1,0,-25,0,0,0,-22.5
2,2014,Fremantle,Gold Coast,1537.737422,1329.455296,0,0,0,0,1.09,0.890641838,Fremantle_2014,11,2,0,1,0,0,48,1,0,0,39.5
2,2014,Sydney,Collingwood,1612.129325,1671.285793,0,0,0,0,1.47,0.6867839,Sydney_2014,12,14,0,1,0,1,-20,0,0,0,14.5
2,2014,Port Adelaide,Adelaide,1371.589049,1517.890317,0,0,0,0,1.71,0.558441558,Port Adelaide_2014,16,3,0,1,0,0,54,1,0,0,4.5
2,2014,St Kilda,GWS Giants,1568.112555,1306.691627,0,0,0,0,2,0.535128806,St Kilda_2014,8,6,0,1,0,0,7,1,0,0,4.5
2,2014,Essendon,Hawthorn,1483.804025,1699.410131,0,0,0,0,3.01,0.345878136,Essendon_2014,5,7,1,0,0,1,-4,0,0,0,-14.5
2,2014,Richmond,Carlton,1456.704941,1551.046223,0,0,0,0,1.69,0.649307646,Richmond_2014,13,9,1,0,0,1,12,1,0,0,12.5
23,2015,Collingwood,Essendon,1639.676934,1436.323674,0,1,0,0,1.3,0.757064364,Collingwood_2015,15,12,0,0,1,0,-3,0,1,0,23.5
23,2015,Melbourne,GWS Giants,1226.703934,1309.938681,0,0,0,0,2.58,0.409765645,Melbourne_2015,11,13,0,0,1,0,26,1,0,0,-8.5
23,2015,West Coast,St Kilda,1573.838657,1444.833102,0,0,0,0,1.01,0.975441662,West Coast_2015,14,2,0,1,0,0,95,1,0,0,56.5
23,2015,Sydney,Gold Coast,1690.104779,1302.268993,0,1,0,1,1.01,0.975441662,Sydney_2015,16,4,0,1,0,1,63,1,1,1,53.5
23,2015,Hawthorn,Carlton,1778.917321,1450.954064,0,0,0,0,1.01,0.975441662,Hawthorn_2015,18,3,0,1,0,0,57,1,0,0,71.5
23,2015,Port Adelaide,Fremantle,1445.872823,1603.877092,0,0,1,2,1.01,0.975441662,Port Adelaide_2015,1,9,0,1,0,0,69,1,0,1,60.5
23,2015,Brisbane Lions,Western Bulldogs,1317.108869,1444.988852,0,0,0,1,4.91,0.213122172,Brisbane Lions_2015,6,17,0,1,0,0,8,1,0,1,-27.5
23,2015,Geelong,Adelaide,1716.480784,1555.303681,0,0,0,0,2.71,0.436858925,Geelong_2015,7,10,0,1,0,0,39,1,0,0,-4.5
23,2015,Richmond,North Melbourne,1501.971662,1560.8361,0,0,1,1,1.24,0.904485661,Richmond_2015,NA,NA,1,0,0,1,41,1,0,0,48.5
22,2015,Fremantle,Melbourne,1601.276165,1229.30486,1,1,0,0,1.11,0.912149955,Fremantle_2015,14,1,0,0,1,0,54,1,0,0,43.5
22,2015,St Kilda,Sydney,1448.851444,1686.086436,0,0,0,0,4.26,0.218381976,St Kilda_2015,4,13,0,0,1,0,-97,0,0,0,-26.5
22,2015,Adelaide,West Coast,1548.612067,1580.530271,0,0,0,0,2.53,0.480347972,Adelaide_2015,2,7,0,0,1,0,57,1,0,0,-2.5
22,2015,Essendon,Richmond,1440.056131,1498.239205,0,0,0,0,6.38,0.134932921,Essendon_2015,5,15,0,1,0,1,-27,0,0,0,-41.5
22,2015,Gold Coast,Port Adelaide,1306.242147,1441.899668,0,0,0,0,3.75,0.282529122,Gold Coast_2015,9,16,0,1,0,1,-37,0,0,0,-19.5
22,2015,North Melbourne,Western Bulldogs,1565.407762,1440.41719,0,0,0,0,1.65,0.592946269,North Melbourne_2015,6,8,0,1,0,0,-23,0,0,0,6.5
22,2015,Hawthorn,Brisbane Lions,1776.995979,1319.030211,1,1,0,0,1.01,0.975441662,Hawthorn_2015,18,3,0,1,0,0,72,1,0,0,67.5
22,2015,GWS Giants,Carlton,1299.95999,1460.932755,0,0,0,1,1.21,0.827403689,GWS Giants_2015,17,10,0,1,0,0,81,1,0,1,33.5
22,2015,Geelong,Collingwood,1722.958517,1633.199201,0,0,0,0,1.41,0.711716431,Geelong_2015,NA,NA,1,0,0,1,-48,0,0,0,17.5
21,2015,West Coast,Western Bulldogs,1575.21167,1445.735791,0,0,0,1,1.38,0.738577212,West Coast_2015,6,2,0,0,1,0,77,1,0,1,23.5
21,2015,Carlton,Melbourne,1457.949194,1232.288421,0,0,0,0,2.85,0.293192969,Carlton_2015,14,17,0,0,1,0,23,1,0,0,-17.5
21,2015,North Melbourne,Fremantle,1562.483315,1604.200613,0,0,0,0,1.93,0.559469942,North Melbourne_2015,1,7,0,0,1,0,11,1,0,0,5.5
21,2015,Adelaide,Brisbane Lions,1544.447423,1323.194856,0,0,0,0,1.1,0.915070243,Adelaide_2015,18,8,0,1,0,1,87,1,0,0,49.5
21,2015,St Kilda,Geelong,1448.851444,1722.958517,0,1,0,0,3.63,0.18677686,St Kilda_2015,9,13,0,1,0,1,0,0,1,0,-29.5
21,2015,Gold Coast,Essendon,1306.242147,1440.056131,0,0,0,0,1.44,0.614087302,Gold Coast_2015,15,16,0,1,0,0,2,1,0,0,11.5
21,2015,GWS Giants,Sydney,1302.352186,1683.69424,0,0,0,2,2.99,0.370326874,GWS Giants_2015,4,11,0,1,0,0,-89,0,0,2,-10.5
21,2015,Collingwood,Richmond,1643.529765,1487.908642,0,0,0,0,2.85,0.303118778,Collingwood_2015,5,12,0,1,0,0,-91,0,0,0,-16.5
21,2015,Hawthorn,Port Adelaide,1782.51061,1436.385037,0,0,0,0,1.09,0.907009288,Hawthorn_2015,NA,NA,1,0,0,1,-22,0,0,0,50.5
20,2015,Fremantle,West Coast,1608.37243,1571.039853,0,0,0,0,1.48,0.597409169,Fremantle_2015,2,1,0,0,1,0,-24,0,0,0,6.5
20,2015,Western Bulldogs,Melbourne,1441.246601,1236.77761,0,0,0,0,1.21,0.786877828,Western Bulldogs_2015,14,4,0,0,1,0,98,1,0,0,26.5
20,2015,Richmond,Gold Coast,1483.077465,1311.073324,0,0,0,0,1.2,0.888261396,Richmond_2015,16,6,0,0,1,0,83,1,0,0,42.5
20,2015,Brisbane Lions,Carlton,1314.691712,1466.452338,0,0,0,0,1.8,0.583943834,Brisbane Lions_2015,18,17,0,1,0,1,64,1,0,0,8.5
20,2015,Geelong,Hawthorn,1727.509587,1777.959539,0,0,0,0,4.4,0.212107623,Geelong_2015,3,9,0,1,0,1,-36,0,0,0,-27.5
20,2015,Port Adelaide,GWS Giants,1432.966645,1305.770578,0,0,0,1,1.43,0.780546327,Port Adelaide_2015,10,12,0,1,0,0,21,1,0,1,26.5
20,2015,North Melbourne,St Kilda,1558.306273,1453.028486,0,0,0,0,1.21,0.836923258,North Melbourne_2015,13,7,0,1,0,0,37,1,0,0,34.5
20,2015,Essendon,Adelaide,1446.82007,1537.683484,0,0,0,0,4.5,0.265754561,Essendon_2015,8,15,0,1,0,0,-112,0,0,0,-23.5
20,2015,Sydney,Collingwood,1680.945616,1646.278389,0,0,0,0,1.4,0.750445794,Sydney_2015,NA,NA,1,0,0,1,11,1,0,0,21.5
19,2015,St Kilda,Fremantle,1456.922644,1604.478272,0,0,0,0,4,0.331349206,St Kilda_2015,1,13,0,0,1,0,-37,0,0,0,-14.5
19,2015,GWS Giants,Essendon,1300.436016,1452.154632,0,0,0,0,1.54,0.779518072,GWS Giants_2015,15,10,0,0,1,0,32,1,0,0,26.5
19,2015,Melbourne,North Melbourne,1239.628565,1555.455318,0,0,0,0,4,0.250519751,Melbourne_2015,6,14,0,0,1,0,-35,0,0,0,-22.5
19,2015,West Coast,Hawthorn,1573.40689,1775.592503,0,1,0,0,2.25,0.375324675,West Coast_2015,3,2,0,1,0,0,-14,0,1,0,-10.5
19,2015,Geelong,Sydney,1723.256352,1685.19885,0,0,0,0,2,0.52027027,Geelong_2015,5,8,0,1,0,1,32,1,0,0,2.5
19,2015,Brisbane Lions,Gold Coast,1317.541594,1308.223441,1,1,0,0,1.91,0.355345912,Brisbane Lions_2015,16,18,0,1,0,0,-14,0,0,0,-12.5
19,2015,Western Bulldogs,Port Adelaide,1434.548562,1439.664684,0,0,0,0,1.78,0.56684492,Western Bulldogs_2015,12,4,0,1,0,0,64,1,0,0,5.5
19,2015,Collingwood,Carlton,1643.409601,1469.321126,0,0,0,0,1.22,0.798724954,Collingwood_2015,17,11,0,1,0,0,18,1,0,0,30.5
19,2015,Adelaide,Richmond,1533.097929,1487.66302,0,0,0,0,1.82,0.466124661,Adelaide_2015,NA,NA,1,0,0,1,36,1,0,0,-3.5
18,2015,Fremantle,GWS Giants,1601.802017,1303.112271,1,1,0,0,1.22,0.793335697,Fremantle_2015,10,1,0,0,1,0,21,1,0,0,27.5
18,2015,Essendon,Western Bulldogs,1460.179465,1426.523729,0,0,0,0,3.05,0.342365473,Essendon_2015,5,15,0,0,1,0,-87,0,0,0,-16.5
18,2015,Port Adelaide,St Kilda,1432.988069,1463.59926,0,0,0,0,1.28,0.812416689,Port Adelaide_2015,13,12,0,0,1,0,63,1,0,0,32.5
18,2015,Carlton,North Melbourne,1475.014122,1549.762322,0,0,0,0,5.6,0.148710334,Carlton_2015,7,16,0,1,0,1,-64,0,0,0,-36.5
18,2015,Gold Coast,West Coast,1308.223441,1573.40689,1,1,0,0,7.68,0.088266545,Gold Coast_2015,2,17,0,1,0,1,0,0,0,0,-49.5
18,2015,Sydney,Adelaide,1680.651215,1537.645565,0,0,0,0,1.42,0.676477418,Sydney_2015,9,4,0,1,0,0,52,1,0,0,16.5
18,2015,Collingwood,Melbourne,1650.906249,1232.131917,0,0,0,0,1.3,0.71216869,Collingwood_2015,14,11,0,1,0,0,-37,0,0,0,20.5
18,2015,Geelong,Brisbane Lions,1720.853269,1319.944678,0,0,0,0,1.13,0.873129749,Geelong_2015,18,8,0,1,0,0,56,1,0,0,41.5
18,2015,Hawthorn,Richmond,1780.052964,1483.202559,0,0,0,0,1.17,0.814797944,Hawthorn_2015,NA,NA,1,0,0,1,-18,0,0,0,33.5
17,2015,West Coast,Sydney,1566.163821,1687.894283,0,0,0,0,1.5,0.750445794,West Coast_2015,4,2,0,0,1,0,52,1,0,0,25.5
17,2015,Melbourne,St Kilda,1235.528824,1460.202353,0,0,0,0,1.93,0.456964006,Melbourne_2015,13,15,0,0,1,0,-37,0,0,0,-4.5
17,2015,Western Bulldogs,Collingwood,1422.269402,1655.160576,0,0,0,0,2.28,0.412463209,Western Bulldogs_2015,11,6,0,0,1,0,18,1,0,0,-7.5
17,2015,Brisbane Lions,North Melbourne,1323.994871,1545.712128,0,0,0,0,3.65,0.191583813,Brisbane Lions_2015,8,18,0,1,0,1,-72,0,0,0,-31.5
17,2015,Essendon,Port Adelaide,1463.08386,1430.083674,0,0,0,0,2.81,0.249554206,Essendon_2015,12,14,0,1,0,1,-13,0,0,0,-19.5
17,2015,Richmond,Fremantle,1485.07051,1599.934066,0,0,0,0,1.8,0.518432694,Richmond_2015,1,5,0,1,0,0,-4,0,0,0,2.5
17,2015,Adelaide,Gold Coast,1533.949015,1311.919991,0,0,0,0,1.27,0.801682262,Adelaide_2015,17,7,0,1,0,0,45,1,0,0,30.5
17,2015,GWS Giants,Geelong,1305.340741,1718.624799,0,0,0,0,1.8,0.55048413,GWS Giants_2015,10,9,0,1,0,0,-27,0,0,0,3.5
17,2015,Carlton,Hawthorn,1478.104423,1776.962663,0,0,0,0,25.5,0.024558338,Carlton_2015,NA,NA,1,0,0,1,-138,0,0,0,-63.5
16,2015,St Kilda,Richmond,1463.604068,1481.668795,0,0,0,0,3.47,0.348730287,St Kilda_2015,5,13,0,0,1,0,-16,0,0,0,-15.5
16,2015,Port Adelaide,Adelaide,1430.083674,1533.949015,0,0,0,0,1.59,0.609755793,Port Adelaide_2015,8,12,0,0,1,0,-3,0,0,0,10.5
16,2015,Melbourne,Brisbane Lions,1231.082338,1328.441358,0,0,0,0,1.59,0.587536791,Melbourne_2015,18,15,0,0,1,0,24,1,0,0,7.5
16,2015,Fremantle,Carlton,1595.544749,1482.49374,0,0,0,0,1.13,0.863858076,Fremantle_2015,16,1,0,1,0,0,42,1,0,0,38.5
16,2015,Sydney,Hawthorn,1694.337128,1770.519818,0,0,0,0,2.32,0.38394729,Sydney_2015,3,4,0,1,0,1,-89,0,0,0,-9.5
16,2015,Collingwood,West Coast,1660.199965,1561.124433,0,0,0,0,2.27,0.378856804,Collingwood_2015,2,9,0,1,0,0,-31,0,0,0,-11.5
16,2015,Gold Coast,GWS Giants,1314.776722,1302.48401,0,0,0,1,2.13,0.40530303,Gold Coast_2015,7,17,0,1,0,0,-15,0,0,1,-8.5
16,2015,Geelong,Western Bulldogs,1716.958991,1423.935209,0,1,0,0,1.67,0.620377265,Geelong_2015,6,11,0,1,0,0,8,1,1,0,9.5
16,2015,North Melbourne,Essendon,1542.058124,1466.737864,0,0,0,0,1.27,0.799894257,North Melbourne_2015,NA,NA,1,0,0,1,25,1,0,0,32.5
15,2015,Brisbane Lions,Sydney,1330.868269,1691.910217,0,0,0,0,6.06,0.157251942,Brisbane Lions_2015,3,18,0,0,1,0,-21,0,0,0,-35.5
15,2015,Hawthorn,Fremantle,1765.798949,1600.265618,0,0,0,0,1.45,0.688360027,Hawthorn_2015,1,4,0,0,1,0,72,1,0,0,17.5
15,2015,GWS Giants,St Kilda,1296.411414,1469.676664,0,0,0,0,1.61,0.569458736,GWS Giants_2015,13,8,0,0,1,0,35,1,0,0,5.5
15,2015,West Coast,Adelaide,1555.284963,1539.788484,0,0,0,1,1.26,0.806743282,West Coast_2015,9,2,0,1,0,0,56,1,0,1,36.5
15,2015,North Melbourne,Geelong,1535.288337,1723.728778,0,0,0,0,1.93,0.44951587,North Melbourne_2015,11,10,0,1,0,1,41,1,0,0,-4.5
15,2015,Western Bulldogs,Gold Coast,1420.403219,1318.308713,0,0,0,0,1.67,0.601830433,Western Bulldogs_2015,17,6,0,1,0,0,22,1,0,0,7.5
15,2015,Essendon,Melbourne,1464.435263,1233.384938,0,0,0,0,2.46,0.350033592,Essendon_2015,15,14,0,1,0,0,9,1,0,0,-12.5
15,2015,Richmond,Carlton,1477.139771,1487.022764,0,0,0,0,1.34,0.746161884,Richmond_2015,16,5,1,0,0,1,30,1,0,0,21.5
15,2015,Port Adelaide,Collingwood,1430.083674,1660.199965,0,0,0,0,1.93,0.535128806,Port Adelaide_2015,NA,NA,1,0,0,1,3,1,0,0,3.5
14,2015,Fremantle,Brisbane Lions,1597.104895,1334.028992,0,0,1,1,1.01,0.975441662,Fremantle_2015,18,1,0,0,1,0,36,1,0,0,56.5
14,2015,Essendon,St Kilda,1473.174042,1460.937885,0,0,0,0,1.67,0.543035994,Essendon_2015,13,14,0,0,1,0,-110,0,0,0,4.5
14,2015,Melbourne,West Coast,1236.402187,1552.267715,0,0,0,0,4.32,0.19920418,Melbourne_2015,2,15,0,1,0,1,-54,0,0,0,-34.5
14,2015,Western Bulldogs,Carlton,1417.407794,1490.018189,0,0,0,0,1.52,0.711261439,Western Bulldogs_2015,16,7,0,1,0,1,11,1,0,0,19.5
14,2015,Gold Coast,North Melbourne,1310.011755,1543.585296,0,0,0,0,3.25,0.249554206,Gold Coast_2015,11,17,0,1,0,0,55,1,0,0,-25.5
14,2015,Richmond,GWS Giants,1474.713568,1298.837617,0,0,0,0,1.21,0.826710123,Richmond_2015,9,6,0,1,0,0,9,1,0,0,33.5
14,2015,Collingwood,Hawthorn,1662.797718,1763.201196,0,0,0,0,3.84,0.261422788,Collingwood_2015,4,5,1,0,0,1,-10,0,0,0,-23.5
14,2015,Sydney,Port Adelaide,1689.665813,1432.328078,0,0,0,0,1.57,0.658265505,Sydney_2015,12,3,1,0,0,1,10,1,0,0,16.5
13,2015,Carlton,Gold Coast,1486.288143,1313.7418,0,0,0,0,1.49,0.691340972,Carlton_2015,18,16,0,0,1,0,34,1,0,0,17.5
13,2015,St Kilda,Western Bulldogs,1462.992718,1415.352961,0,0,0,0,3.08,0.379622735,St Kilda_2015,8,14,0,1,0,1,-6,0,0,0,-14.5
13,2015,Brisbane Lions,Adelaide,1336.398641,1537.418835,0,0,0,0,3.69,0.277701778,Brisbane Lions_2015,7,17,0,1,0,0,-13,0,0,0,-23.5
13,2015,Hawthorn,Essendon,1760.165205,1476.210033,0,0,0,0,1.01,0.975441662,Hawthorn_2015,13,4,0,1,0,0,38,1,0,0,50.5
13,2015,Sydney,Richmond,1693.888994,1470.490387,0,0,0,0,1.22,0.73268489,Sydney_2015,6,3,1,0,0,1,-18,0,0,0,21.5
13,2015,Fremantle,Collingwood,1595.024517,1664.878096,0,0,0,0,1.3,0.744739621,Fremantle_2015,5,1,1,0,0,1,7,1,0,0,22.5
12,2015,Geelong,Melbourne,1729.805001,1230.325964,0,0,0,0,1.17,0.856779489,Geelong_2015,15,10,0,0,1,0,-24,0,0,0,40.5
12,2015,Western Bulldogs,Brisbane Lions,1409.344067,1342.407535,0,0,0,0,1.32,0.75608068,Western Bulldogs_2015,17,9,0,1,0,1,72,1,0,0,25.5
12,2015,GWS Giants,North Melbourne,1302.506825,1539.916087,0,1,0,0,2.82,0.298620383,GWS Giants_2015,11,6,0,1,0,0,-56,0,1,0,-15.5
12,2015,Carlton,Port Adelaide,1484.345778,1434.270443,0,0,0,0,3.69,0.308143734,Carlton_2015,12,16,0,1,0,0,4,1,0,0,-16.5
12,2015,Richmond,West Coast,1473.694663,1549.063439,0,0,0,0,1.74,0.524914765,Richmond_2015,2,8,1,0,0,1,-20,0,0,0,2.5
12,2015,Adelaide,Hawthorn,1540.677431,1756.906609,0,0,0,0,3.16,0.302622775,Adelaide_2015,5,7,1,0,0,1,-29,0,0,0,-17.5
11,2015,St Kilda,Melbourne,1462.992718,1230.325964,0,0,0,0,1.83,0.582101806,St Kilda_2015,15,14,0,0,1,0,2,1,0,0,6.5
11,2015,Collingwood,GWS Giants,1662.210319,1305.174603,0,0,0,0,1.65,0.562131097,Collingwood_2015,5,4,0,0,1,0,42,1,0,0,7.5
11,2015,North Melbourne,Sydney,1542.87249,1690.932591,0,0,0,0,2.79,0.374578855,North Melbourne_2015,2,12,0,1,0,1,-16,0,0,0,-11.5
11,2015,West Coast,Essendon,1543.981988,1481.291483,0,0,0,0,1.21,0.856412703,West Coast_2015,13,3,0,1,0,0,50,1,0,0,40.5
11,2015,Gold Coast,Fremantle,1315.424538,1593.341779,0,0,0,0,25.5,0.024558338,Gold Coast_2015,1,17,0,1,0,0,-7,0,0,0,-46.5
11,2015,Port Adelaide,Geelong,1436.98199,1727.093454,0,0,0,0,1.5,0.676477418,Port Adelaide_2015,9,10,1,0,0,1,-23,0,0,0,15.5
10,2015,Melbourne,Collingwood,1232.502074,1660.034208,0,0,0,0,3.91,0.24391932,Melbourne_2015,4,15,0,0,0,0,-25,0,0,0,-25.5
10,2015,St Kilda,Hawthorn,1466.281143,1753.618184,0,0,0,0,25.5,0.024558338,St Kilda_2015,6,14,0,0,1,0,-63,0,0,0,-56.5
10,2015,North Melbourne,West Coast,1540.028411,1546.826067,0,0,0,0,2.35,0.481567306,North Melbourne_2015,3,12,0,0,1,0,10,1,0,0,-3.5
10,2015,GWS Giants,Brisbane Lions,1300.433881,1347.148257,0,0,0,1,1.01,0.975441662,GWS Giants_2015,16,5,0,0,1,0,30,1,0,1,46.5
10,2015,Port Adelaide,Western Bulldogs,1432.207944,1414.118113,0,0,0,1,1.27,0.786877828,Port Adelaide_2015,11,9,0,1,0,1,38,1,0,1,30.5
10,2015,Essendon,Geelong,1485.1573,1723.227637,0,0,0,0,2.21,0.490839615,Essendon_2015,10,13,0,1,0,1,-69,0,0,0,-2.5
