round,year,home,away,home_elo_2009,away_elo_2009,home_injuries_top5,home_injuries_top10,away_injuries_top5,away_injuries_top10,home_odds_open,home_odds_win_prob_close,home_season,standing_away,standing_home,thurs_fri,sat,sun,evening,margin,home_win,home_injuries_95th_to_90th,away_injuries_95th_to_90th,expected_margin
5,2013,Hawthorn,North Melbourne,1646.52016,1499.807506,0,0,0,0,1.21,0.843738387,Hawthorn_2013,13,4,0,0,1,0,3,1,0,0,33.5
5,2013,Brisbane Lions,Melbourne,1407.875083,1339.510544,0,0,0,0,1.19,0.822504708,Brisbane Lions_2013,17,12,0,0,1,0,28,1,0,0,33.5
5,2013,Port Adelaide,West Coast,1360.524148,1516.009911,0,0,0,0,2.04,0.493457895,Port Adelaide_2013,15,2,0,1,0,1,5,1,0,0,NA
5,2013,Western Bulldogs,Geelong,1459.925466,1713.113496,1,1,0,0,16,0.043134535,Western Bulldogs_2013,3,16,0,1,0,1,-21,0,0,0,-65.5
5,2013,Carlton,Adelaide,1557.310657,1527.861293,0,0,0,0,1.54,0.688360027,Carlton_2013,10,9,0,1,0,0,32,1,0,0,16.5
5,2013,GWS Giants,Gold Coast,1372.883535,1330.148653,0,0,0,0,2.73,0.266921694,GWS Giants_2013,11,18,0,1,0,0,-44,0,0,0,-19.5
5,2013,Fremantle,Richmond,1479.53448,1418.668992,0,0,0,0,1.53,0.66948759,Fremantle_2013,6,7,1,0,0,1,1,1,0,0,16.5
5,2013,St Kilda,Sydney,1617.994227,1592.47063,0,0,0,0,4.85,0.158412866,St Kilda_2013,5,14,1,0,0,1,-16,0,0,0,-28.5
5,2013,Essendon,Collingwood,1476.45197,1683.38925,0,0,0,0,2.31,0.424222964,Essendon_2013,8,1,1,0,0,0,46,1,0,0,-7.5
4,2013,North Melbourne,Brisbane Lions,1494.410353,1413.272235,0,0,0,0,1.32,0.776329895,North Melbourne_2013,16,11,0,0,1,0,63,1,0,0,25.5
4,2013,Adelaide,Western Bulldogs,1522.451192,1465.335567,0,0,0,0,1.14,0.880203406,Adelaide_2013,15,8,0,0,1,0,52,1,0,0,39.5
4,2013,Melbourne,GWS Giants,1333.859559,1378.534521,0,0,0,0,1.65,0.688360027,Melbourne_2013,18,17,0,0,1,0,41,1,0,0,15.5
4,2013,Gold Coast,Port Adelaide,1334.903539,1355.769262,0,0,0,0,2.71,0.335773273,Gold Coast_2013,2,14,0,1,0,1,-38,0,0,0,-16.5
4,2013,West Coast,Carlton,1519.855207,1553.46536,0,0,0,0,1.41,0.677042351,West Coast_2013,13,12,0,1,0,0,-24,0,0,0,17.5
4,2013,St Kilda,Essendon,1623.936815,1470.509382,0,0,0,0,2.93,0.354202815,St Kilda_2013,1,10,0,1,0,0,-37,0,0,0,-12.5
4,2013,Richmond,Collingwood,1421.858369,1680.199873,0,0,0,0,2.13,0.497370082,Richmond_2013,7,6,0,1,0,0,-34,0,0,0,-3.5
4,2013,Hawthorn,Fremantle,1642.484928,1483.569712,0,0,0,0,1.23,0.848932677,Hawthorn_2013,9,4,0,1,0,0,42,1,0,0,35.5
4,2013,Sydney,Geelong,1595.950065,1709.634061,0,0,0,0,1.67,0.628205128,Sydney_2013,3,5,1,0,0,1,-21,0,0,0,9.5
3,2013,Port Adelaide,Adelaide,1352.544805,1525.675649,0,0,0,0,2.66,0.322396494,Port Adelaide_2013,11,2,0,0,1,0,9,1,0,0,-13.5
3,2013,Collingwood,Hawthorn,1686.72453,1635.960271,0,0,0,0,2.31,0.38394729,Collingwood_2013,6,8,0,0,1,0,-55,0,0,0,-10.5
3,2013,Richmond,Western Bulldogs,1414.49093,1472.703006,0,0,0,0,1.31,0.781351956,Richmond_2013,12,4,0,0,1,0,67,1,0,0,27.5
3,2013,Geelong,Carlton,1706.685127,1556.414294,0,0,0,0,1.61,0.6416122,Geelong_2013,15,5,0,1,0,1,16,1,0,0,11.5
3,2013,Gold Coast,Brisbane Lions,1334.903539,1413.272235,0,0,0,0,2.75,0.350692354,Gold Coast_2013,14,13,0,1,0,1,-2,0,0,0,-16.5
3,2013,GWS Giants,St Kilda,1382.404883,1620.066453,0,0,0,0,4.05,0.18677686,GWS Giants_2013,9,17,0,1,0,0,-72,0,0,0,-30.5
3,2013,Melbourne,West Coast,1338.781692,1514.933074,0,0,0,0,11.75,0.053952991,Melbourne_2013,10,18,0,1,0,0,-94,0,0,0,-59.5
3,2013,North Melbourne,Sydney,1498.670436,1591.689983,0,0,0,0,2.44,0.450582605,North Melbourne_2013,3,16,0,1,0,0,-39,0,0,0,-9.5
3,2013,Fremantle,Essendon,1485.589398,1468.489696,0,0,0,0,1.59,0.686251657,Fremantle_2013,1,7,1,0,0,1,-4,0,0,0,12.5
2,2013,West Coast,Hawthorn,1519.571886,1631.321459,0,0,0,0,1.87,0.485598324,West Coast_2013,9,15,0,0,1,0,-50,0,0,0,-2.5
2,2013,Collingwood,Carlton,1683.687343,1559.451481,0,0,0,0,1.53,0.650620413,Collingwood_2013,13,5,0,0,1,0,17,1,0,0,16.5
2,2013,Geelong,North Melbourne,1704.919466,1500.436097,0,0,0,0,1.43,0.667722261,Geelong_2013,12,7,0,0,1,0,4,1,0,0,14.5
2,2013,Essendon,Melbourne,1461.713702,1345.557686,0,0,0,0,1.11,0.887478158,Essendon_2013,18,1,0,1,0,1,148,1,0,0,42.5
2,2013,Port Adelaide,GWS Giants,1346.102707,1388.84698,0,0,0,0,1.19,0.844293949,Port Adelaide_2013,16,2,0,1,0,1,56,1,0,0,35.5
2,2013,Brisbane Lions,Adelaide,1416.370879,1522.577006,0,0,0,0,2.25,0.481567306,Brisbane Lions_2013,10,17,0,1,0,0,-19,0,0,0,-5.5
2,2013,Western Bulldogs,Fremantle,1477.152185,1481.140219,0,0,0,0,3.1,0.261422788,Western Bulldogs_2013,4,8,0,1,0,0,-28,0,0,0,-20.5
2,2013,Sydney,Gold Coast,1588.321559,1338.271962,0,0,0,0,1.13,0.909884407,Sydney_2013,11,3,0,1,0,0,41,1,0,0,39.5
2,2013,St Kilda,Richmond,1624.258535,1410.298847,0,0,0,0,2.96,0.318890735,St Kilda_2013,6,14,1,0,0,1,-17,0,0,0,-17.5
23,2014,Western Bulldogs,GWS Giants,1407.99229,1274.285322,0,0,0,0,1.32,0.787892377,Western Bulldogs_2014,16,14,0,0,1,0,-6,0,0,0,31.5
23,2014,Adelaide,St Kilda,1528.31613,1487.159275,0,0,0,0,1.05,0.923697741,Adelaide_2014,18,10,0,0,1,0,79,1,0,0,55.5
23,2014,Gold Coast,West Coast,1346.003905,1514.033188,0,0,0,0,3.1,0.40530303,Gold Coast_2014,9,12,0,0,1,0,-52,0,0,0,-9.5
23,2014,Geelong,Brisbane Lions,1745.592041,1373.543944,0,0,0,0,1.13,0.914182475,Geelong_2014,15,3,0,1,0,1,62,1,0,0,48.5
23,2014,North Melbourne,Melbourne,1544.673826,1237.19767,0,1,0,0,1.07,0.890641838,North Melbourne_2014,17,6,0,1,0,1,30,1,1,0,42.5
23,2014,Sydney,Richmond,1667.901794,1472.268782,0,0,0,0,1.38,0.672397726,Sydney_2014,8,1,0,1,0,0,-3,0,0,0,14.5
23,2014,Fremantle,Port Adelaide,1570.255054,1427.639942,0,0,0,0,1.45,0.663012663,Fremantle_2014,5,4,0,1,0,0,8,1,0,0,14.5
23,2014,Carlton,Essendon,1524.025459,1493.70912,0,0,0,0,3.18,0.282529122,Carlton_2014,7,13,0,1,0,0,0,0,0,0,-20.5
23,2014,Collingwood,Hawthorn,1656.424209,1728.978049,0,0,0,0,10.25,0.085817525,Collingwood_2014,2,11,1,0,0,1,-65,0,0,0,-49.5
22,2014,Richmond,St Kilda,1468.162412,1491.265644,0,1,0,0,1.11,0.889474841,Richmond_2014,18,8,0,0,1,0,26,1,1,0,41.5
22,2014,Western Bulldogs,Sydney,1411.596732,1664.297353,0,0,1,1,5.8,0.165397746,Western Bulldogs_2014,1,14,0,0,1,0,-63,0,0,0,-32.5
22,2014,Brisbane Lions,Fremantle,1377.782385,1566.016614,0,0,2,2,4.14,0.303118778,Brisbane Lions_2014,4,15,0,0,1,0,-58,0,0,0,-17.5
22,2014,Hawthorn,Geelong,1724.863675,1749.706415,0,0,0,0,1.66,0.651269713,Hawthorn_2014,3,2,0,1,0,1,23,1,0,0,12.5
22,2014,West Coast,Melbourne,1510.544075,1240.686783,0,0,0,0,1.04,0.920778092,West Coast_2014,17,10,0,1,0,0,66,1,0,0,54.5
22,2014,GWS Giants,Collingwood,1275.855778,1654.853753,1,1,1,1,2.66,0.399012851,GWS Giants_2014,9,16,0,1,0,0,-8,0,0,0,-7.5
22,2014,Essendon,Gold Coast,1490.731371,1348.981655,0,1,0,0,1.18,0.836316226,Essendon_2014,12,7,0,1,0,0,19,1,1,0,34.5
22,2014,North Melbourne,Adelaide,1542.688085,1530.30187,0,1,0,0,1.74,0.47771836,North Melbourne_2014,11,6,0,1,0,0,7,1,1,0,2.5
22,2014,Port Adelaide,Carlton,1417.154446,1534.510955,0,0,0,0,1.48,0.780546327,Port Adelaide_2014,13,5,1,0,0,1,103,1,0,0,25.5
21,2014,Fremantle,Hawthorn,1561.981263,1728.899026,0,0,0,0,1.77,0.524914765,Fremantle_2014,3,4,0,0,1,0,19,1,0,0,1.5
21,2014,Melbourne,GWS Giants,1247.035626,1269.506935,0,0,0,0,1.53,0.66948759,Melbourne_2014,16,17,0,0,1,0,-64,0,0,0,15.5
21,2014,North Melbourne,Western Bulldogs,1538.140306,1416.144511,0,0,0,0,1.4,0.713065109,North Melbourne_2014,14,6,0,0,1,0,50,1,0,0,21.5
21,2014,Adelaide,Richmond,1533.286965,1465.177318,0,0,0,0,1.48,0.654761905,Adelaide_2014,9,8,0,1,0,1,-10,0,0,0,14.5
21,2014,Collingwood,Brisbane Lions,1664.892421,1367.743717,0,0,0,0,1.17,0.835700645,Collingwood_2014,15,10,0,1,0,1,-67,0,0,0,34.5
21,2014,Essendon,West Coast,1490.731371,1510.544075,0,0,0,0,1.66,0.624672888,Essendon_2014,12,7,0,1,0,0,3,1,0,0,9.5
21,2014,Gold Coast,Port Adelaide,1351.665594,1414.470507,0,0,0,0,3.22,0.276031102,Gold Coast_2014,5,11,0,1,0,0,-9,0,0,0,-17.5
21,2014,Sydney,St Kilda,1659.551714,1496.011282,0,0,0,0,1.02,0.959121104,Sydney_2014,18,1,0,1,0,0,71,1,0,0,67.5
21,2014,Carlton,Geelong,1536.268448,1747.948922,0,0,0,2,3.44,0.317794279,Carlton_2014,2,13,1,0,0,1,-6,0,0,2,-13.5
20,2014,West Coast,Collingwood,1502.314029,1673.122467,0,0,0,0,2,0.568475452,West Coast_2014,9,11,0,0,1,0,60,1,0,0,5.5
20,2014,St Kilda,Western Bulldogs,1500.418259,1411.737534,0,0,0,0,3.93,0.282529122,St Kilda_2014,14,18,0,0,1,0,-23,0,0,0,-22.5
20,2014,Brisbane Lions,Adelaide,1373.167495,1527.863186,0,0,0,0,2.58,0.307122993,Brisbane Lions_2014,7,15,0,0,1,0,-105,0,0,0,-15.5
20,2014,Geelong,Fremantle,1747.948922,1561.981263,0,0,0,0,1.57,0.687838052,Geelong_2014,4,3,0,1,0,1,2,1,0,0,13.5
20,2014,Port Adelaide,Sydney,1417.395847,1656.626374,0,0,0,0,2.82,0.286934891,Port Adelaide_2014,2,5,0,1,0,1,-26,0,0,0,-17.5
20,2014,Hawthorn,Melbourne,1726.928393,1249.006259,0,0,0,0,1.07,0.960436893,Hawthorn_2014,16,1,0,1,0,0,50,1,0,0,57.5
20,2014,Carlton,Gold Coast,1532.568692,1355.36535,0,0,0,0,1.59,0.6339014,Carlton_2014,10,13,0,1,0,0,39,1,0,0,12.5
20,2014,GWS Giants,North Melbourne,1273.118714,1534.528528,0,0,0,0,6.34,0.165397746,GWS Giants_2014,6,17,0,1,0,0,-75,0,0,0,-35.5
20,2014,Richmond,Essendon,1461.600286,1494.308402,0,0,0,0,2.53,0.407053731,Richmond_2014,8,12,1,0,0,1,18,1,0,0,-7.5
19,2014,Collingwood,Port Adelaide,1671.410917,1419.107397,0,0,0,0,2.22,0.426900585,Collingwood_2014,5,8,0,0,1,0,6,1,0,0,-6.5
19,2014,Hawthorn,Western Bulldogs,1723.828152,1414.837774,0,0,0,0,1.15,0.850648631,Hawthorn_2014,14,1,0,0,1,0,62,1,0,0,37.5
19,2014,Melbourne,Brisbane Lions,1252.469629,1369.704125,0,0,0,0,1.74,0.543035994,Melbourne_2014,15,17,0,0,1,0,-23,0,0,0,4.5
19,2014,Gold Coast,St Kilda,1347.745621,1508.037988,0,0,0,0,1.38,0.663012663,Gold Coast_2014,18,9,0,1,0,1,53,1,0,0,17.5
19,2014,North Melbourne,Geelong,1537.837557,1744.639893,0,0,0,0,2.44,0.427866656,North Melbourne_2014,3,6,0,1,0,1,-32,0,0,0,-7.5
19,2014,Richmond,GWS Giants,1458.426967,1276.292032,0,0,0,0,1.1,0.879314477,Richmond_2014,16,12,0,1,0,0,27,1,0,0,45.5
19,2014,Adelaide,West Coast,1532.536059,1497.641157,0,0,0,0,1.22,0.835700645,Adelaide_2014,11,10,0,1,0,0,-31,0,0,0,33.5
19,2014,Sydney,Essendon,1653.335982,1497.598794,0,0,0,0,1.28,0.751809259,Sydney_2014,7,2,1,0,0,1,22,1,0,0,25.5
19,2014,Fremantle,Carlton,1560.010585,1534.539369,0,0,0,0,1.18,0.865390049,Fremantle_2014,13,4,1,0,0,1,5,1,0,0,39.5
18,2014,Collingwood,Adelaide,1675.378491,1528.568484,0,0,0,0,1.83,0.519652028,Collingwood_2014,8,9,0,0,1,0,-16,0,0,0,2.5
18,2014,Hawthorn,Sydney,1721.149564,1656.014571,0,0,0,0,2.15,0.509160385,Hawthorn_2014,1,2,0,1,0,1,10,1,0,0,2.5
18,2014,Brisbane Lions,Gold Coast,1363.809484,1353.640262,0,0,0,0,2.8,0.398169567,Brisbane Lions_2014,10,15,0,1,0,0,54,1,0,0,-9.5
18,2014,West Coast,Richmond,1501.265622,1454.802503,0,0,0,0,1.56,0.558441558,West Coast_2014,12,11,1,0,0,1,-17,0,0,0,7.5
18,2014,Western Bulldogs,Essendon,1416.74695,1495.689618,0,0,0,0,3.18,0.311639973,Western Bulldogs_2014,7,14,0,0,1,0,-7,0,0,0,-18.5
18,2014,Port Adelaide,Melbourne,1419.107397,1252.469629,0,0,0,0,1.11,0.929144922,Port Adelaide_2014,17,5,0,0,1,0,3,1,0,0,49.5
18,2014,GWS Giants,Geelong,1277.768688,1743.163238,0,0,0,0,8.04,0.097401126,GWS Giants_2014,3,16,0,1,0,1,-7,0,0,0,-45.5
18,2014,St Kilda,Fremantle,1500.955657,1567.092916,0,0,0,1,16,0.043134535,St Kilda_2014,4,18,0,1,0,0,58,1,0,1,-56.5
18,2014,Carlton,North Melbourne,1530.486859,1541.890068,0,0,0,0,4.22,0.230734223,Carlton_2014,6,13,1,0,0,1,23,1,0,0,-25.5
17,2014,Fremantle,GWS Giants,1563.683969,1281.177635,0,0,0,1,1.03,0.975811336,Fremantle_2014,15,2,0,0,1,0,76,1,0,1,75.5
17,2014,Essendon,Collingwood,1486.664719,1684.403389,0,1,0,0,2.49,0.32183908,Essendon_2014,8,7,0,0,1,0,64,1,1,0,-15.5
17,2014,Richmond,Port Adelaide,1451.438421,1422.471478,0,0,0,0,2.53,0.380394697,Richmond_2014,5,12,0,0,1,0,20,1,0,0,-11.5
17,2014,Brisbane Lions,West Coast,1366.334209,1498.740897,1,1,0,0,2.71,0.341734495,Brisbane Lions_2014,11,17,0,1,0,1,-12,0,0,0,-15.5
17,2014,Sydney,Carlton,1650.645105,1535.856325,0,0,0,0,1.14,0.858446731,Sydney_2014,14,1,0,1,0,1,71,1,0,0,36.5
17,2014,Western Bulldogs,Gold Coast,1412.589702,1357.79751,0,0,1,1,2.44,0.3632946,Western Bulldogs_2014,9,13,0,1,0,0,28,1,0,0,-12.5
17,2014,North Melbourne,St Kilda,1535.898518,1506.947207,0,0,0,0,1.04,0.922845275,North Melbourne_2014,18,6,0,1,0,0,59,1,0,0,58.5
17,2014,Melbourne,Geelong,1254.256636,1741.376231,0,0,0,0,7.04,0.135368006,Melbourne_2014,4,16,0,1,0,0,-66,0,0,0,-36.5
17,2014,Adelaide,Hawthorn,1530.967863,1718.750184,0,0,0,0,2.2,0.446871922,Adelaide_2014,3,10,1,0,0,1,-12,0,0,0,-5.5
16,2014,Geelong,Western Bulldogs,1739.278278,1414.687655,0,0,0,0,1.12,0.835700645,Geelong_2014,14,5,0,0,1,0,13,1,0,0,35.5
16,2014,West Coast,Sydney,1502.390097,1646.995905,0,0,0,0,3.77,0.32183908,West Coast_2014,1,11,0,0,1,0,-28,0,0,0,-15.5
16,2014,Carlton,St Kilda,1528.605145,1514.198386,0,0,0,1,1.19,0.828592976,Carlton_2014,18,13,0,0,1,0,85,1,0,1,34.5
16,2014,Melbourne,Fremantle,1257.407113,1560.533493,0,0,0,0,7.04,0.164766762,Melbourne_2014,4,16,0,1,0,1,-63,0,0,0,-32.5
16,2014,Port Adelaide,Essendon,1422.471478,1486.664719,0,0,0,0,1.28,0.794055501,Port Adelaide_2014,10,3,0,1,0,1,-2,0,0,0,30.5
16,2014,Gold Coast,Collingwood,1355.420579,1686.780321,0,0,0,0,2.22,0.505260251,Gold Coast_2014,6,8,0,1,0,0,5,1,0,0,-5.5
16,2014,GWS Giants,Adelaide,1284.944436,1527.201062,0,0,0,0,3.73,0.223670105,GWS Giants_2014,9,15,0,1,0,0,-68,0,0,0,-28.5
16,2014,Richmond,Brisbane Lions,1447.795836,1369.976795,0,0,0,1,1.17,0.898679533,Richmond_2014,17,12,0,1,0,0,25,1,0,1,43.5
16,2014,North Melbourne,Hawthorn,1531.782307,1722.866396,0,0,0,0,3.93,0.235859891,North Melbourne_2014,2,7,1,0,0,1,20,1,0,0,-26.5
15,2014,Collingwood,Carlton,1684.302878,1531.082588,0,0,0,0,1.27,0.751809259,Collingwood_2014,14,6,0,0,1,1,15,1,0,0,21.5
15,2014,Adelaide,Port Adelaide,1523.648758,1426.023782,0,0,0,0,3.22,0.314284077,Adelaide_2014,2,9,0,0,1,0,23,1,0,0,-17.5
15,2014,Western Bulldogs,Melbourne,1412.864072,1259.230696,0,0,0,0,1.69,0.559469942,Western Bulldogs_2014,15,12,0,0,1,0,6,1,0,0,5.5
15,2014,Brisbane Lions,North Melbourne,1367.786046,1533.973055,0,0,0,0,5.61,0.178209994,Brisbane Lions_2014,7,17,0,1,0,1,4,1,0,0,-36.5
15,2014,Sydney,GWS Giants,1644.298566,1287.641775,0,0,0,0,1.12,0.922845275,Sydney_2014,16,3,0,1,0,1,46,1,0,0,49.5
15,2014,Fremantle,West Coast,1558.595951,1504.327639,0,0,0,0,1.29,0.775217375,Fremantle_2014,11,4,0,1,0,0,7,1,0,0,25.5
15,2014,St Kilda,Richmond,1520.117467,1441.876755,0,0,0,0,5.23,0.144081745,St Kilda_2014,13,18,0,1,0,0,-44,0,0,0,-38.5
15,2014,Hawthorn,Gold Coast,1720.195369,1358.091605,0,0,0,0,1.21,0.822504708,Hawthorn_2014,8,1,0,1,0,0,53,1,0,0,34.5
15,2014,Geelong,Essendon,1737.013443,1488.929554,0,0,0,0,1.36,0.707273206,Geelong_2014,10,5,1,0,0,1,9,1,0,0,18.5
14,2014,Melbourne,North Melbourne,1262.473063,1530.730687,0,0,0,0,3.44,0.244250595,Melbourne_2014,7,15,0,0,1,0,-41,0,0,0,-23.5
14,2014,St Kilda,West Coast,1525.195596,1499.24951,0,0,0,0,6.87,0.158119658,St Kilda_2014,10,18,0,0,1,0,-33,0,0,0,-38.5
14,2014,GWS Giants,Carlton,1285.358169,1533.366194,0,0,0,0,2.9,0.277701778,GWS Giants_2014,12,14,0,0,1,0,8,1,0,0,-20.5
14,2014,Essendon,Adelaide,1486.007762,1526.570551,0,0,0,0,2.13,0.391053897,Essendon_2014,11,9,0,1,0,1,9,1,0,0,-8.5
14,2014,Fremantle,Brisbane Lions,1553.896385,1372.485612,0,0,0,0,1.05,0.947435897,Fremantle_2014,17,4,0,1,0,0,83,1,0,0,58.5
14,2014,Gold Coast,Geelong,1349.951155,1745.153893,0,0,0,0,2.81,0.354876161,Gold Coast_2014,5,8,0,1,0,0,40,1,0,0,-14.5
14,2014,Hawthorn,Collingwood,1715.880102,1688.618146,0,0,0,0,1.4,0.711261439,Hawthorn_2014,6,2,0,1,0,0,29,1,0,0,19.5
14,2014,Port Adelaide,Western Bulldogs,1419.08568,1419.802174,0,0,0,0,1.09,0.871455149,Port Adelaide_2014,13,1,0,1,0,0,72,1,0,0,41.5
14,2014,Richmond,Sydney,1444.253924,1641.921397,0,0,0,0,5.23,0.212107623,Richmond_2014,3,16,1,0,0,1,-11,0,0,0,-26.5
13,2014,Essendon,Melbourne,1486.007762,1262.473063,0,1,0,0,1.4,0.654761905,Essendon_2014,14,9,0,0,1,0,-1,0,1,0,16.5
13,2014,Collingwood,Western Bulldogs,1690.930382,1417.489938,0,0,0,0,1.11,0.863858076,Collingwood_2014,13,6,0,0,1,0,-8,0,0,0,37.5
13,2014,Geelong,St Kilda,1740.763809,1529.58568,0,0,0,0,1.03,0.937728938,Geelong_2014,18,4,0,0,1,0,96,1,0,0,56.5
13,2014,Adelaide,North Melbourne,1521.573815,1535.727423,0,0,0,0,1.88,0.514401676,Adelaide_2014,7,10,0,1,0,1,36,1,0,0,0
13,2014,Brisbane Lions,GWS Giants,1379.057887,1278.785894,0,0,0,0,1.36,0.667722261,Brisbane Lions_2014,16,17,0,1,0,1,-45,0,0,0,16.5
13,2014,West Coast,Gold Coast,1499.24951,1349.951155,0,0,0,0,1.66,0.511780105,West Coast_2014,8,11,0,1,0,0,3,1,0,0,2.5
13,2014,Sydney,Port Adelaide,1640.172586,1420.834491,0,0,0,0,1.49,0.667722261,Sydney_2014,1,3,0,1,0,0,4,1,0,0,16.5
13,2014,Richmond,Fremantle,1447.362065,1550.788244,0,0,0,0,4.65,0.255983011,Richmond_2014,5,15,0,1,0,0,-20,0,0,0,-20.5
13,2014,Carlton,Hawthorn,1536.844599,1712.401696,0,0,0,0,5.61,0.185983209,Carlton_2014,2,12,1,0,0,1,-28,0,0,0,-31.5
12,2014,Melbourne,Collingwood,1264.748994,1688.654451,0,0,1,1,4.65,0.18697726,Melbourne_2014,4,15,0,0,0,0,-33,0,0,0,-27.5
12,2014,North Melbourne,Richmond,1531.716136,1451.373353,0,0,0,0,1.31,0.73268489,North Melbourne_2014,13,7,0,0,1,1,28,1,0,0,21.5
12,2014,Fremantle,Adelaide,1545.649309,1526.712749,0,0,0,0,1.22,0.76867378,Fremantle_2014,10,6,0,0,1,0,40,1,0,0,27.5
12,2014,Gold Coast,Sydney,1352.985984,1637.137756,0,0,0,0,4.3,0.191583813,Gold Coast_2014,3,8,0,0,1,0,-35,0,0,0,-26.5
12,2014,GWS Giants,Essendon,1281.152251,1483.641405,0,0,0,0,5.98,0.128243482,GWS Giants_2014,9,18,0,1,0,1,-15,0,0,0,-37.5
12,2014,Western Bulldogs,Brisbane Lions,1419.538893,1377.008932,0,0,0,0,1.47,0.76867378,Western Bulldogs_2014,16,14,0,1,0,1,-8,0,0,0,20.5
12,2014,Port Adelaide,St Kilda,1412.201028,1538.219143,0,1,0,0,1.04,0.937728938,Port Adelaide_2014,17,1,0,1,0,0,70,1,1,0,59.5
12,2014,Hawthorn,West Coast,1708.716349,1502.934857,0,0,0,0,1.2,0.795698925,Hawthorn_2014,11,2,0,1,0,0,44,1,0,0,29.5
12,2014,Geelong,Carlton,1738.993486,1538.614923,0,0,0,0,1.2,0.827403689,Geelong_2014,12,5,1,0,0,1,5,1,0,0,31.5
11,2014,West Coast,North Melbourne,1507.7009,1526.950093,0,0,0,0,1.67,0.61683695,West Coast_2014,8,11,0,0,1,0,-38,0,0,0,9.5
11,2014,Hawthorn,GWS Giants,1707.195597,1282.673003,0,0,0,0,1.02,0.977902729,Hawthorn_2014,17,2,0,0,1,0,7,1,0,0,77.5
11,2014,Western Bulldogs,Fremantle,1423.630688,1541.557514,0,0,0,0,5.8,0.156261613,Western Bulldogs_2014,7,14,0,0,1,0,-38,0,0,0,-38.5
11,2014,Adelaide,Gold Coast,1523.185603,1356.51313,0,0,0,0,1.81,0.628205128,Adelaide_2014,5,9,0,0,1,0,32,1,0,0,11.5
11,2014,Essendon,Richmond,1478.181089,1456.833669,0,0,0,0,1.72,0.573099415,Essendon_2014,13,10,0,1,0,1,50,1,0,0,6.5
11,2014,Brisbane Lions,Carlton,1374.818412,1540.805443,0,0,0,0,3.1,0.318890735,Brisbane Lions_2014,12,18,0,1,0,0,7,1,0,0,-14.5
11,2014,Melbourne,Port Adelaide,1267.727606,1409.222415,0,0,0,0,7.55,0.128544851,Melbourne_2014,1,15,0,1,0,0,-20,0,0,0,-37.5
11,2014,St Kilda,Collingwood,1543.514201,1683.359394,0,0,0,0,10.25,0.094419366,St Kilda_2014,4,16,1,0,0,1,-86,0,0,0,-43.5
11,2014,Sydney,Geelong,1626.162227,1749.969015,0,0,0,0,1.61,0.701863354,Sydney_2014,6,3,1,0,0,1,110,1,0,0,17.5
10,2014,Carlton,Adelaide,1538.821159,1525.169887,0,0,0,0,2.25,0.398169567,Carlton_2014,10,12,0,0,1,0,5,1,0,0,-9.5
10,2014,Gold Coast,Western Bulldogs,1350.124541,1430.019278,0,0,0,0,1.25,0.801682262,Gold Coast_2014,14,3,0,0,1,0,45,1,0,0,26.5
10,2014,Port Adelaide,Hawthorn,1405.705771,1710.712241,0,0,0,0,1.49,0.614087302,Port Adelaide_2014,4,1,0,1,0,1,14,1,0,0,11.5
10,2014,Collingwood,West Coast,1681.556833,1509.503462,0,0,0,0,1.32,0.764140109,Collingwood_2014,9,6,0,1,0,0,8,1,0,0,22.5
10,2014,GWS Giants,Richmond,1288.002273,1451.504399,0,1,0,0,3.93,0.264987219,GWS Giants_2014,13,17,0,1,0,0,-113,0,1,0,-23.5
10,2014,Geelong,North Melbourne,1747.244806,1529.674302,0,1,0,0,1.48,0.621143196,Geelong_2014,8,2,1,0,0,1,20,1,1,0,10.5
9,2014,St Kilda,Gold Coast,1549.797181,1343.84156,0,0,0,0,3.85,0.205234063,St Kilda_2014,5,15,0,0,1,0,-38,0,0,0,-29.5
9,2014,Fremantle,Geelong,1535.867368,1752.934951,0,0,0,0,1.95,0.558441558,Fremantle_2014,4,6,0,1,0,0,32,1,0,0,3.5
9,2014,North Melbourne,Brisbane Lions,1524.446182,1380.046532,0,0,0,0,1.1,0.937728938,North Melbourne_2014,18,7,0,1,0,0,87,1,0,0,56.5
9,2014,Richmond,Melbourne,1455.623713,1263.608292,0,0,0,0,1.24,0.829258976,Richmond_2014,14,16,0,1,0,0,-17,0,0,0,31.5
9,2014,Essendon,Sydney,1482.577476,1621.76584,0,0,0,0,3.18,0.28209532,Essendon_2014,3,11,1,0,0,1,-50,0,0,0,-17.5
9,2014,Adelaide,Collingwood,1520.415061,1686.311658,0,0,0,0,2.66,0.328182711,Adelaide_2014,8,10,1,0,0,1,21,1,0,0,-14.5
8,2014,St Kilda,Carlton,1554.385297,1534.233043,0,0,0,0,3.35,0.288738561,St Kilda_2014,13,14,0,0,0,1,-32,0,0,0,-18.5
8,2014,West Coast,GWS Giants,1505.06697,1292.438765,0,0,0,1,1.1,0.922845275,West Coast_2014,16,7,0,0,1,0,111,1,0,1,57.5
8,2014,Melbourne,Western Bulldogs,1266.522452,1427.105118,0,0,0,0,2.84,0.345238095,Melbourne_2014,12,17,0,1,0,1,-16,0,0,0,-14.5
8,2014,Brisbane Lions,Essendon,1381.932955,1480.691053,0,0,0,0,4.34,0.23709138,Brisbane Lions_2014,9,18,0,1,0,0,-8,0,0,0,-24.5
